Head x, Head y, Head z, Spine x, Spine y, Spine z, Left Shoulder x, Left Shoulder y, Left Shoulder z, Right Shoulder x, Right Shoulder y, Right Shoulder z, Hips x, Hips y, Hips z, Left Leg x, Right Leg x, Left Leg y, Right Leg y, Left Leg z, Right Leg z
7.384618,10.21786,29.7313,7.353364,9.536707,29.76383,7.348728,9.984819,29.67669,7.41551,9.994245,29.81319,7.358093,9.384056,29.76572,7.106911,8.674227,29.65095,7.348728,8.622725,29.67669
6.859951,10.16748,29.75185,6.857957,9.486306,29.75399,6.535794,9.941176,29.68793,6.908392,9.942049,29.82503,6.865077,9.333747,29.75217,6.9847,8.574687,29.62415,6.535794,8.662169,29.68793
6.359666,10.02166,29.78727,6.338076,9.337932,29.77586,5.957236,9.794842,29.71778,6.39335,9.790064,29.8548,6.348161,9.185572,29.77947,6.506188,8.429926,29.61196,5.957236,8.55843,29.71778
5.858648,10.11817,29.79165,5.83209,9.435411,29.80221,5.73933,9.888619,29.73047,5.888629,9.890053,29.86712,5.836559,9.282863,29.80831,5.572431,8.584538,29.62037,5.73933,8.532143,29.73047
5.350114,10.06104,29.77328,5.338003,9.38031,29.80103,5.501694,9.83013,29.71289,5.387203,9.838778,29.84873,5.342272,9.227719,29.80614,4.935542,8.611147,29.67677,5.501694,8.478046,29.71289
4.816249,10.05853,29.72919,4.782032,9.377142,29.76244,4.860931,9.824575,29.67509,4.843385,9.835044,29.8113,4.787576,9.224513,29.76389,4.478759,8.544074,29.64763,4.860931,8.462858,29.67509
4.355967,10.23221,29.7449,4.349543,9.551082,29.7535,4.048584,10.00476,29.6822,4.402536,10.00734,29.81927,4.356476,9.398504,29.75297,4.441803,8.635098,29.63271,4.048584,8.716385,29.6822
3.833424,10.14272,29.78667,3.817893,9.459303,29.77323,3.418804,9.91649,29.71786,3.871154,9.911779,29.85489,3.827391,9.306864,29.77398,4.040112,8.563742,29.62251,3.418804,8.690166,29.71786
3.53653,10.33086,29.76173,3.508005,9.647738,29.76588,3.358827,10.10176,29.69756,3.56528,10.10148,29.83429,3.512551,9.495207,29.77235,3.302163,8.774964,29.57896,3.358827,8.756724,29.69756
3.008026,10.3611,29.74435,2.996676,9.680475,29.76999,3.130824,10.13094,29.684,3.046512,10.13847,29.82004,3.000773,9.527887,29.77533,2.615872,8.895011,29.63996,3.130824,8.773436,29.684
2.481679,10.03914,29.70159,2.445311,9.357752,29.73553,2.59589,9.804491,29.6472,2.506091,9.815945,29.78308,2.45156,9.205151,29.73701,2.098813,8.551746,29.61683,2.59589,8.451214,29.6472
1.97166,10.1232,29.69962,1.96057,9.442195,29.71466,1.684708,9.894699,29.63819,2.016331,9.898776,29.77522,1.967019,9.289599,29.71576,2.001528,8.522989,29.59857,1.684708,8.596294,29.63819
1.459407,10.02263,29.74328,1.451196,9.33952,29.72861,1.045846,9.797044,29.67513,1.501238,9.792444,29.81216,1.459951,9.187042,29.72712,1.693984,8.45096,29.58618,1.045846,8.572453,29.67513
1.076681,10.11136,29.75755,1.047381,9.427764,29.75568,0.8386092,9.882623,29.68958,1.104468,9.880843,29.8264,1.052544,9.275286,29.76289,0.9114509,8.532901,29.56833,0.8386092,8.55569,29.68958
0.8805531,10.306,29.73723,0.8673132,9.625116,29.76118,0.9684675,10.07608,29.67721,0.9185011,10.08255,29.81341,0.8711095,9.472535,29.76692,0.5099242,8.823156,29.62287,0.9684675,8.714315,29.67721
0.3409079,10.37828,29.69674,0.3047587,9.697081,29.73104,0.5041436,10.14346,29.64145,0.3647737,10.15544,29.77707,0.3110275,9.544485,29.73295,-0.06554636,8.906851,29.61018,0.5041436,8.800346,29.64145
-0.1940516,10.22726,29.68057,-0.2100982,9.546405,29.7014,-0.4524387,9.997889,29.62073,-0.1515385,10.00303,29.75771,-0.2044227,9.393796,29.70396,-0.2290186,8.628153,29.5879,-0.4524387,8.686953,29.62073
